data,player,language,publishedAt,short,sentiment
"rb leipzig\'s christopher nkunku will arrive this summer, and the club has added five players -- including raheem sterling and the extremely expensive mudryk -- via transfer, plus felix on loan",mudryk,en,2023-04-27T14:35:09Z,"rb leipzig\'s christopher nkunku will arrive this summer, and the club has added five players -- including raheem sterling and the extremely expensive mudryk -- via transfer, plus felix on loan",4
"rather i am simply pointing out that spend-spend-spend does not mean success.\xa to see this we might look at the case of mudryk.\xa after the big fight to get him, it seems that chelsea have decided he can now leave the club in a swap deal with ac milan maybe for ruben loftus-cheek or kalidou koulibaly (according to the express) in / mudryk scored goals in games with shakhtar donetsk.\xa with chelsea, it has been goals in .\xa \xadid arsenal ever really want him?\xa personally, i think not, but others disagree.\xa he cost chelsea PS.m",mudryk,en,2023-05-01T08:19:08Z,\xa to see this we might look at the case of mudryk,3
"however, having already spent hundreds of millions of pounds to acquire players like enzo fernandez, mudryk, wesley fofana, and joao felix, chelsea will need to focus on outgoings even more than incoming transfers this time around",mudryk,en,2023-05-02T01:25:40Z,"however, having already spent hundreds of millions of pounds to acquire players like enzo fernandez, mudryk, wesley fofana, and joao felix, chelsea will need to focus on outgoings even more than incoming transfers this time around",2
"and that is with mudryk who cost EUR.m, raheem sterling at EUR.m, noni madueke (EUR.m), pierre-emerick aubameyang (EUR.m), david datro fofana (EUR.m), and joao felix on loan for a hefty fee (of which no one is quite sure how much it is)",mudryk,en,2023-05-02T12:30:37Z,and that is with mudryk who cost EUR,1
"former chelsea star, nemanja matic, now at roma, thinks the club have an issue next season chelsea are in crisis and lost against arsenal on tuesday night amid a dismal run of form pochettino has been out of work since he parted ways with paris saint-germain he also pointed out that not all of those young stars, the likes of enzo fernandez, mudryk and noni madueke - who were all part of new owner todd boehly's PSm-plus spending spree since taking over - will develop at the same rate",mudryk,en,2023-05-03T05:39:53Z,"former chelsea star, nemanja matic, now at roma, thinks the club have an issue next season chelsea are in crisis and lost against arsenal on tuesday night amid a dismal run of form pochettino has been out of work since he parted ways with paris saint-germain he also pointed out that not all of those young stars, the likes of enzo fernandez, mudryk and noni madueke - who were all part of new owner todd boehly's PSm-plus spending spree since taking over - will develop at the same rate",2
"mudryk chelsea's second most expensive buy of the season was mudryk, who snubbed interest from arsenal to complete a stunning PSm switch from shakhtar donetsk in january",mudryk,en,2023-05-05T14:58:51Z,"mudryk chelsea's second most expensive buy of the season was mudryk, who snubbed interest from arsenal to complete a stunning PSm switch from shakhtar donetsk in january",1
"lampard despaired after witnessing that but would have been more cheered by a mudryk burst that had united scrambling to clear, another opening the ukrainian might have prospered from, gallagher driving in behind and a hall attempt blocked",mudryk,en,2023-05-25T21:12:15Z,"lampard despaired after witnessing that but would have been more cheered by a mudryk burst that had united scrambling to clear, another opening the ukrainian might have prospered from, gallagher driving in behind and a hall attempt blocked",2
"lampard despaired after that but would have been more cheered by a mudryk burst that had united scrambling to clear, another opening the ukrainian might have prospered from, gallagher driving in behind and a blocked hall attempt",mudryk,en,2023-05-25T21:06:59Z,"lampard despaired after that but would have been more cheered by a mudryk burst that had united scrambling to clear, another opening the ukrainian might have prospered from, gallagher driving in behind and a blocked hall attempt",2
"but they are blessed with some highly-gifted young players such as reece james, noni madueke and mudryk and in mauricio pochettino, who will almost certainly be taking charge, they will have the perfect manger to begin a new project",mudryk,en,2023-05-22T04:53:01Z,"but they are blessed with some highly-gifted young players such as reece james, noni madueke and mudryk and in mauricio pochettino, who will almost certainly be taking charge, they will have the perfect manger to begin a new project",4
"the north londoners have operated stringently in recent seasons, refusing to overpay what they deem to be the true value of players such as mudryk and moises caicedo, opting instead for the likes of jorginho and leandro trossard",mudryk,en,2023-05-16T15:00:00Z,"the north londoners have operated stringently in recent seasons, refusing to overpay what they deem to be the true value of players such as mudryk and moises caicedo, opting instead for the likes of jorginho and leandro trossard",4
"mateo kovacic could replace conor gallagher or n'golo kante while joao felix, raheem sterling, hakim ziyech and christian pulisic will all want to start ahead of mudryk or noni madueke after the bournemouth win",mudryk,en,2023-05-13T00:01:52Z,"mateo kovacic could replace conor gallagher or n'golo kante while joao felix, raheem sterling, hakim ziyech and christian pulisic will all want to start ahead of mudryk or noni madueke after the bournemouth win",3
"bayerleverkusen - follow @andyedmls liverpool transfer news, live! latest reports, rumors, updates what is the main aim for pochettino? - by nick mendolaknown for taking young talent to the next level, pochettino would take over a chelsea squad with plenty of it.the blues have added myriad u- aged players to their first team in recent seasons, including: benoit badiashile () wesley fofana () enzo fernandez () mykhailo mudryk () noni madueke () david datro fofana () joao felix (loan, ) a good fit for the blues? - by joe prince-wrighton paper this all makes sense",mudryk,en,2023-05-09T14:17:43Z,"the blues have added myriad u- aged players to their first team in recent seasons, including: benoit badiashile () wesley fofana () enzo fernandez () mykhailo mudryk () noni madueke () david datro fofana () joao felix (loan, ) a good fit for the blues? - by joe prince-wrighton paper this all makes sense",4
"(l'equipe - in french)external-link tottenham are interested in bayerleverkusen and ecuador left-sided centre-back hincapie, , but would be unwilling to match bayerleverkusen's PSm valuation",hincapie,en,2023-01-28T22:49:16Z,"(l'equipe - in french)external-link tottenham are interested in bayerleverkusen and ecuador left-sided centre-back hincapie, , but would be unwilling to match bayerleverkusen's PSm valuation",3
daily express tottenham have reportedly submitted a late offer to bayerleverkusen for the services of hincapie as antonio conte looks to strengthen his defensive ranks in advance of tuesday's all-important deadline,hincapie,en,2023-01-29T22:26:00Z,daily express tottenham have reportedly submitted a late offer to bayerleverkusen for the services of hincapie as antonio conte looks to strengthen his defensive ranks in advance of tuesday's all-important deadline,4
"(athletic - subscription required) external-link tottenham have submitted a m euro (PSm) verbal offer to bayerleverkusen for the transfer of ecuador centre-back hincapie, ",hincapie,en,2023-01-29T23:07:08Z,"(athletic - subscription required) external-link tottenham have submitted a m euro (PSm) verbal offer to bayerleverkusen for the transfer of ecuador centre-back hincapie,",1
german daily bild (via get german football news) is reporting that spurs have made a EURm offer to bayerleverkusen for the january transfer of ecuadorian defender hincapie,hincapie,en,2023-01-29T23:28:44Z,german daily bild (via get german football news) is reporting that spurs have made a EURm offer to bayerleverkusen for the january transfer of ecuadorian defender hincapie,1
"hincapie: tottenham have made a PSm verbal offer for the bayerleverkusen defender, reports bild",hincapie,en,2023-01-30T07:04:56Z,"hincapie: tottenham have made a PSm verbal offer for the bayerleverkusen defender, reports bild",1
"hincapie in action for ecuador (nick potts/pa) hincapie: tottenham have made a PSm verbal offer for the bayerleverkusen defender, reports bild",hincapie,en,2023-01-30T07:04:56Z,"hincapie in action for ecuador (nick potts/pa) hincapie: tottenham have made a PSm verbal offer for the bayerleverkusen defender, reports bild",1
hincapie is being linked\xawith a big summer move and\xapedro porro could be on his way,hincapie,en,2023-01-30T09:40:27Z,hincapie is being linked\xawith a big summer move and\xapedro porro could be on his way,4
hincapie bryan gil djed spence six appearances in all competitions could be the extent of spence's exertions for spurs this season - the -year-old is heading to rennes on loan,hincapie,en,2023-01-30T14:47:19Z,hincapie bryan gil djed spence six appearances in all competitions could be the extent of spence's exertions for spurs this season - the -year-old is heading to rennes on loan,4
hincapie is being linked with a big summer move and pedro porro could be on his way,hincapie,en,2023-01-31T22:07:35Z,hincapie is being linked with a big summer move and pedro porro could be on his way,4
"hincapie is being linked\xawith a big summer move, too",hincapie,en,2023-02-15T11:13:37Z,"hincapie is being linked\xawith a big summer move, too",4
(espn)external-link tottenham are interested in -year-old ecuador defender hincapie from bayerleverkusen,hincapie,en,2023-02-15T23:00:19Z,(espn)external-link tottenham are interested in -year-old ecuador defender hincapie from bayerleverkusen,3
riley mcgree was also contentiously denied a penalty after hincapie clattered into the midfielder in the th minute,hincapie,en,2023-03-28T11:24:40Z,riley mcgree was also contentiously denied a penalty after hincapie clattered into the midfielder in the th minute,1
"strengths: proactive, confident, quick and technically proficient, hincapie is well suited to a team wanting to dominate possession and defend high up the pitch",hincapie,en,2023-03-29T11:35:08Z,"strengths: proactive, confident, quick and technically proficient, hincapie is well suited to a team wanting to dominate possession and defend high up the pitch",5
"west ham could make a move for man united full back\xaaaron wan-bissaka this summer wan-bissaka is among west ham manager david moyes' targets to strengthen their defence west ham hold an interest in\xapiero hincapie, left, but max kilman is seen as more achievable wan-bissaka had only played four minutes in the first four months of the campaign due to a combination of illness and injury",hincapie,en,2023-05-22T12:32:54Z,"west ham could make a move for man united full back\xaaaron wan-bissaka this summer wan-bissaka is among west ham manager david moyes' targets to strengthen their defence west ham hold an interest in\xapiero hincapie, left, but max kilman is seen as more achievable wan-bissaka had only played four minutes in the first four months of the campaign due to a combination of illness and injury",3
manchester united's aaron wan-bissaka is one david moyes would like and ecuador centre-back hincapie at bayerleverkusen is fancied but perhaps a more achievable target would be wolves' max kilman,hincapie,en,2023-05-22T11:40:14Z,manchester united's aaron wan-bissaka is one david moyes would like and ecuador centre-back hincapie at bayerleverkusen is fancied but perhaps a more achievable target would be wolves' max kilman,3
"kendry paez is the latest exciting young players from the production line of independiente del valle, the ecuadorian club responsible for moises caicedo and hincapie, and a star attraction at the under world cup, under way in argentina",hincapie,en,2023-05-21T17:00:46Z,"kendry paez is the latest exciting young players from the production line of independiente del valle, the ecuadorian club responsible for moises caicedo and hincapie, and a star attraction at the under world cup, under way in argentina",5
"steidten is credited as having played a key role in the acquisitions of several young talents at the club, such as edmond tapsoba, frimpong and hincapie",hincapie,en,2023-05-16T12:22:18Z,"steidten is credited as having played a key role in the acquisitions of several young talents at the club, such as edmond tapsoba, frimpong and hincapie",4
"-santiago morales; source: marca / rts via aficion central (google translate) kendry looks to be the latest outstanding product of independiente's renowned academy, following the likes of jefferson montero, moises caicedo, and hincapie, and hopefully he can dazzle us indeed in a blue shirt in a few years",hincapie,en,2023-04-27T04:57:02Z,"-santiago morales; source: marca / rts via aficion central (google translate) kendry looks to be the latest outstanding product of independiente's renowned academy, following the likes of jefferson montero, moises caicedo, and hincapie, and hopefully he can dazzle us indeed in a blue shirt in a few years",4
"and though one middling game won't make his suitors rethink their position, it was caicedo and not any error on their part - a poor back pass to hincapie - that provided the game's turning point in allowing australia to take a - lead",hincapie,en,2023-03-24T15:24:08Z,"and though one middling game won't make his suitors rethink their position, it was caicedo and not any error on their part - a poor back pass to hincapie - that provided the game's turning point in allowing australia to take a - lead",4
"palacios tries a through ball, but hincapie is caught offside",hincapie,en,2023-03-19T20:03:28Z,"palacios tries a through ball, but hincapie is caught offside",3
foul by hincapie (bayerleverkusen),hincapie,en,2023-05-18T21:09:58Z,foul by hincapie (bayerleverkusen),1
trainer alonso vor den mitgereisten fans in monaco  glucksmoment! palacios hebt nach seinem tor zum : ab  nach dem euro-highlight geht es in der bundesliga am sonntag (,palacios,de,2023-02-24T09:33:31Z,trainer alonso vor den mitgereisten fans in monaco  glucksmoment! palacios hebt nach seinem tor zum : ab  nach dem euro-highlight geht es in der bundesliga am sonntag (,5
"zudem ist die konkurrenzsituation auf der doppelsechs gegen die seit woche voll im saft stehenden palacios, amiri, demirbay und andrich unter diesen voraussetzungen eine extrem schwierige fur aranguiz",palacios,de,2023-03-03T21:35:13Z,"zudem ist die konkurrenzsituation auf der doppelsechs gegen die seit woche voll im saft stehenden palacios, amiri, demirbay und andrich unter diesen voraussetzungen eine extrem schwierige fur aranguiz",2
wie auch palacios sah der defensive mittelfeldspieler beim :-erfolg im elfmeterschiessen bei der as monaco seine dritte gelbe karte und ist gesperrt,palacios,de,2023-03-07T11:34:39Z,wie auch palacios sah der defensive mittelfeldspieler beim :-erfolg im elfmeterschiessen bei der as monaco seine dritte gelbe karte und ist gesperrt,1
",,er ist eine option"", erklart alonso, der im mittelfeld auf seine doppel-sechs verzichten muss: andrich () und palacios () sind gesperrt, fur sie stehen demirbay () und amiri () bereit",palacios,de,2023-03-08T14:25:18Z,",,er ist eine option"", erklart alonso, der im mittelfeld auf seine doppel-sechs verzichten muss: andrich () und palacios () sind gesperrt, fur sie stehen demirbay () und amiri () bereit",4
"   allerdings waren in andrich und dem argentinischen weltmeister palacios beide eigentlich gesetzten sechser gesperrt, charles aranguiz ist zudem verletzt",palacios,de,2023-03-09T19:53:46Z,"allerdings waren in andrich und dem argentinischen weltmeister palacios beide eigentlich gesetzten sechser gesperrt, charles aranguiz ist zudem verletzt",2
"""im grossen und ganzen haben wir ein sehr, sehr gutes spiel gemacht, sehr erwachsen, sehr konzentriert und bis zum ende durchgezogen"", lobte amiri, der mit demirbay im mittelfeldzentrum anstelle der gelbgesperrten andrich und palacios fur die ""gewisse stabilitat und balance"" gesorgt hatte",palacios,de,2023-03-09T22:03:00Z,"""im grossen und ganzen haben wir ein sehr, sehr gutes spiel gemacht, sehr erwachsen, sehr konzentriert und bis zum ende durchgezogen"", lobte amiri, der mit demirbay im mittelfeldzentrum anstelle der gelbgesperrten andrich und palacios fur die ""gewisse stabilitat und balance"" gesorgt hatte",4
"so stehen die stamm-sechser andrich und palacios, die am donnerstag noch gesperrt waren, frisch fur einen einsatz von beginn an zur verfugung",palacios,de,2023-03-10T17:47:41Z,"so stehen die stamm-sechser andrich und palacios, die am donnerstag noch gesperrt waren, frisch fur einen einsatz von beginn an zur verfugung",4
torschutzen unter sich: diaby und adli (r.) feiern adlis treffer zum : fur bayerleverkusen  palacios: der argentinische weltmeister von katar mit seinem nachsten starken spiel,palacios,de,2023-03-17T07:01:04Z,) feiern adlis treffer zum : fur bayerleverkusen  palacios: der argentinische weltmeister von katar mit seinem nachsten starken spiel,5
"der argentinische weltmeister palacios drehte das spiel mit zwei verwandelten foulelfmetern (., .)",palacios,de,2023-03-19T18:22:00Z,der argentinische weltmeister palacios drehte das spiel mit zwei verwandelten foulelfmetern (,1
" bayerleverkusen drehte das spiel durch palacios, der in der ",palacios,de,2023-03-19T18:28:09Z,"bayerleverkusen drehte das spiel durch palacios, der in der",1
" doch der argentinier palacios, einziger aktueller weltmeister in der bundesliga, drehte das spiel mit zwei foulelfmetern (./.)",palacios,de,2023-03-19T18:28:23Z,"doch der argentinier palacios, einziger aktueller weltmeister in der bundesliga, drehte das spiel mit zwei foulelfmetern (",1
"doch der argentinier palacios, einziger aktueller weltmeister in der bundesliga, drehte das spiel mit zwei foulelfmetern (./.)",palacios,de,2023-03-19T18:35:00Z,"doch der argentinier palacios, einziger aktueller weltmeister in der bundesliga, drehte das spiel mit zwei foulelfmetern (",1
"und zweimal griff der videoassistent korrigierend ein, es gab jeweils elfmeter, die ezequiel palacios verwandelte und die diesen erstaunlichen sieg moglich machten, durch den borussia dortmund erstmals seit wieder am ende eines spieltages an der tabellenspitze steht",palacios,de,2023-03-19T18:39:29Z,"und zweimal griff der videoassistent korrigierend ein, es gab jeweils elfmeter, die ezequiel palacios verwandelte und die diesen erstaunlichen sieg moglich machten, durch den borussia dortmund erstmals seit wieder am ende eines spieltages an der tabellenspitze steht",1
"am ende gab es jeweils elfmeter fur die werkself, die palacios beide sicher zum :-endstand verwandelte",palacios,de,2023-03-19T20:00:00Z,"am ende gab es jeweils elfmeter fur die werkself, die palacios beide sicher zum :-endstand verwandelte",3
"zweimal verwandelte palacios, es wurde ein uberraschender : (:)-sieg",palacios,de,2023-03-19T20:01:45Z,"zweimal verwandelte palacios, es wurde ein uberraschender : (:)-sieg",5
"die hauptbeteiligten: bayerleverkusen offensivmann adli, schiedsrichter tobias stieler, der video assistant referee (var)\xaund palacios",palacios,de,2023-03-19T20:12:00Z,"die hauptbeteiligten: bayerleverkusen offensivmann adli, schiedsrichter tobias stieler, der video assistant referee (var)\xaund palacios",3
im gegenteil: nach wiederbeginn war bayerleverkusen aktiver als die gaste aus munchen und drehte durch zwei von palacios verwandelte var-elfmeter die partie,palacios,de,2023-03-19T22:08:00Z,im gegenteil: nach wiederbeginn war bayerleverkusen aktiver als die gaste aus munchen und drehte durch zwei von palacios verwandelte var-elfmeter die partie,3
der\xaargentinische weltmeister palacios lasst sich das nicht nehmen und trifft,palacios,de,2023-03-20T05:11:00Z,der\xaargentinische weltmeister palacios lasst sich das nicht nehmen und trifft,3
"stieler nahm folgerichtig in beiden fallen die gelbe karte zuruck, bat adli per handschlag um entschuldigung und sprach den leverkusenern einen strafstoss zu, den palacios sicher verwandelte",palacios,de,2023-03-20T05:39:04Z,"stieler nahm folgerichtig in beiden fallen die gelbe karte zuruck, bat adli per handschlag um entschuldigung und sprach den leverkusenern einen strafstoss zu, den palacios sicher verwandelte",1
"beide male nahm er diese zuruck und entschuldigte sich und gab elfmeter, durch die palacios bayerleverkusen :-sieg sicherte",palacios,de,2023-03-20T05:55:43Z,"beide male nahm er diese zuruck und entschuldigte sich und gab elfmeter, durch die palacios bayerleverkusen :-sieg sicherte",1
"beide male nahm er diese zuruck, bat um entschuldigung und gab elfmeter, durch die palacios bayerleverkusen :-sieg sicherte",palacios,de,2023-03-20T07:48:37Z,"beide male nahm er diese zuruck, bat um entschuldigung und gab elfmeter, durch die palacios bayerleverkusen :-sieg sicherte",1
"dazn-experte michael ballack (l.) im gesprach mit julian nagelsmann und moderatorin laura wontorra  trainer alonso mit seinem weltmeister palacios (r.)  ,,da sieht man, dass die jungs fit sind, dass sie marschieren und alle drei tage spielen konnen, das spricht fur die trainings-belastung und trainings-steuerung",palacios,de,2023-03-20T13:16:11Z,) im gesprach mit julian nagelsmann und moderatorin laura wontorra  trainer alonso mit seinem weltmeister palacios (r,4
palacios trifft zum : fur bayerleverkusen gegen die bayern  der einzige aktuelle weltmeister der bundesliga hatte es verdammt eilig,palacios,de,2023-03-20T13:56:19Z,palacios trifft zum : fur bayerleverkusen gegen die bayern  der einzige aktuelle weltmeister der bundesliga hatte es verdammt eilig,4
"schalke: reis nimmt den spieler ausdrucklich in schutz  die rollenverteilung war klar: tom krauss hatte die pflicht, als alleiniger sechser wirtz zu beschatten, wahrend sich alex kral um andrich und drexler um palacios kummern sollten",palacios,de,2023-04-03T08:12:20Z,"schalke: reis nimmt den spieler ausdrucklich in schutz  die rollenverteilung war klar: tom krauss hatte die pflicht, als alleiniger sechser wirtz zu beschatten, wahrend sich alex kral um andrich und drexler um palacios kummern sollten",4
"funf scorerpunkte im marz  folgerichtig hat sich guerreiro bei der wahl zum spieler des monats (potm) marz der bundesliga gegen frimpong, palacios (beide bayerleverkusen), omar marmoush (vfl wolfsburg), marius bulter (fc schalke ) und erhan masovic (vfl bochum) durchgesetzt",palacios,de,2023-04-07T13:44:53Z,"funf scorerpunkte im marz  folgerichtig hat sich guerreiro bei der wahl zum spieler des monats (potm) marz der bundesliga gegen frimpong, palacios (beide bayerleverkusen), omar marmoush (vfl wolfsburg), marius bulter (fc schalke ) und erhan masovic (vfl bochum) durchgesetzt",5
auch torschutze adli und sturmer palacios zeigten - inspiriert vom wirtz-wirbel - ihr\xakonnen,palacios,de,2023-04-08T19:43:08Z,auch torschutze adli und sturmer palacios zeigten - inspiriert vom wirtz-wirbel - ihr\xakonnen,5
"und palacios, einziger aktueller weltmeister der liga, schwarmte fast ehrfurchtig: ,,von alonso lerne ich jeden tag."" umgekehrt fuhlt sich auch der baske nach rund einem halben jahr im rheinland ,,sehr wohl und zufrieden""",palacios,de,2023-04-13T12:41:39Z,"und palacios, einziger aktueller weltmeister der liga, schwarmte fast ehrfurchtig: ,,von alonso lerne ich jeden tag",5
"hincapie (l.) und tah bedanken sich fur die fan-unterstutzung  palacios: der argentinier spielte gewohnt bissig, ohne jedoch akzente nach vorne setzen zu konnen",palacios,de,2023-04-14T08:16:22Z,") und tah bedanken sich fur die fan-unterstutzung  palacios: der argentinier spielte gewohnt bissig, ohne jedoch akzente nach vorne setzen zu konnen",3
palacios musste gegen saint-gilloise angeschlagen in der kabine bleiben  auf den ersten blick verwunderte dieser wechsel!  beim : von bayerleverkusen im viertelfinal-hinspiel der europaleague gegen royale union saint-gillioise blieb palacios () nach der pause in der kabine,palacios,de,2023-04-14T08:19:57Z,palacios musste gegen saint-gilloise angeschlagen in der kabine bleiben  auf den ersten blick verwunderte dieser wechsel!  beim : von bayerleverkusen im viertelfinal-hinspiel der europaleague gegen royale union saint-gillioise blieb palacios () nach der pause in der kabine,1
bayerleverkusen bangt nach : gegen saint-gilles um weltmeister palacios  dank des spaten : von wirtz wird im ruckspiel bei union saint-gilloise das duell von bayerleverkusen mit den belgiern am donnerstag wieder bei null beginnen,palacios,de,2023-04-14T11:21:14Z,bayerleverkusen bangt nach : gegen saint-gilles um weltmeister palacios  dank des spaten : von wirtz wird im ruckspiel bei union saint-gilloise das duell von bayerleverkusen mit den belgiern am donnerstag wieder bei null beginnen,1
bayerleverkusen trainer steht vor der wolfsburg-partie vor einem spagat  bei palacios durfte der trainer keinerlei risiko eingehen,palacios,de,2023-04-14T14:38:38Z,bayerleverkusen trainer steht vor der wolfsburg-partie vor einem spagat  bei palacios durfte der trainer keinerlei risiko eingehen,1
palacios (r.) verletzte sich leicht im hinspiel gegen saint-gilloise  funf wechsel hatte bayerleverkusen-trainer alonso () beim : in der bundesliga in wolfsburg gegenuber dem : in der europaleague gegen saint-gilloise vorgenommen,palacios,de,2023-04-17T06:50:19Z,palacios (r,3
hoffnung besteht noch auf den einsatz von palacios (/oberschenkel),palacios,de,2023-04-17T12:40:43Z,hoffnung besteht noch auf den einsatz von palacios (/oberschenkel),5
bayerleverkusen beim ruckspiel in brussel voraussichtlich ohne den weltmeister  beim : im viertelfinal-hinspiel gegen union saint-gilloise musste palacios zur halbzeit verletzt ausgewechselt werden,palacios,de,2023-04-19T06:59:11Z,bayerleverkusen beim ruckspiel in brussel voraussichtlich ohne den weltmeister  beim : im viertelfinal-hinspiel gegen union saint-gilloise musste palacios zur halbzeit verletzt ausgewechselt werden,1
" fur donnerstag hofft der ex-nationalspieler auf den einsatz des argentinischen weltmeisters palacios, der im hinspiel mit oberschenkelproblemen ausgewechselt wurde und erst am mittwoch erstmals wieder trainierte",palacios,de,2023-04-19T13:04:13Z,"fur donnerstag hofft der ex-nationalspieler auf den einsatz des argentinischen weltmeisters palacios, der im hinspiel mit oberschenkelproblemen ausgewechselt wurde und erst am mittwoch erstmals wieder trainierte",4
die fragezeichen hinter adli und palacios werden daher wahlweise gestrichen und gesetzt,palacios,de,2023-04-19T13:26:02Z,die fragezeichen hinter adli und palacios werden daher wahlweise gestrichen und gesetzt,1
"nur zuschauer am rande des abschluss-trainings: adli (l.) und trainer alonso  aber es gibt zwei dicke fragezeichen bei bayerleverkusen vorm viertelfinal-ruckspiel in der europaleague (donnerstag, uhr/rtl) bei union saint-gilloise: weltmeister palacios () und adli () wackeln.\ub    bayerleverkusen trainer alonso (l.) neben palacios  sport-boss simon rolfes (): ,,im idealfall ist er fit",palacios,de,2023-04-19T13:28:22Z,") und trainer alonso  aber es gibt zwei dicke fragezeichen bei bayerleverkusen vorm viertelfinal-ruckspiel in der europaleague (donnerstag, uhr/rtl) bei union saint-gilloise: weltmeister palacios () und adli () wackeln",3
alonso im abschlusstraining vor dem spiel gegen saint-gilloise  bayerleverkusen-trainer alonso (l.) im abschlusstraining mit palacios  alonso konnte sich in der \xadbayarena jeden tag die replik fur den gewinn des uefa-cups ansehen,palacios,de,2023-04-20T08:45:39Z,) im abschlusstraining mit palacios  alonso konnte sich in der \xadbayarena jeden tag die replik fur den gewinn des uefa-cups ansehen,5
bayerleverkusen muss im kampf um den einzug ins halbfinale der europaleague auf den argentinischen weltmeister palacios verzichten,palacios,de,2023-04-20T18:05:24Z,bayerleverkusen muss im kampf um den einzug ins halbfinale der europaleague auf den argentinischen weltmeister palacios verzichten,3
" das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten",palacios,de,2023-04-20T19:07:00Z,"das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten",3
"diaby (l.), bayerleverkusen :-schutze, und bakker, der das : besorgt, feiern zusammen  argerlich fur bayerleverkusen-trainer alonso: weltmeister palacios fehlt wegen oberschenkel-problemen",palacios,de,2023-04-20T20:50:39Z,"), bayerleverkusen :-schutze, und bakker, der das : besorgt, feiern zusammen  argerlich fur bayerleverkusen-trainer alonso: weltmeister palacios fehlt wegen oberschenkel-problemen",1
"""auf jeden fall"" sei das ein ganz grosser tag, sagte andrich bei rtl und lobte die anhanger: ""ich bin sehr, sehr happy, dass wir das ding heute gezogen haben.""  das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten",palacios,de,2023-04-20T20:54:03Z,"""  das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten",4
"   das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten",palacios,de,2023-04-20T21:02:06Z,"das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten",3
"der aus dem hinspiel angeschlagene argentinische weltmeister palacios verlor den wettlauf gegen die zeit und stand nicht im kader, auch sturmer adli nahm zunachst auf der bank\xaplatz",palacios,de,2023-04-20T21:15:24Z,"der aus dem hinspiel angeschlagene argentinische weltmeister palacios verlor den wettlauf gegen die zeit und stand nicht im kader, auch sturmer adli nahm zunachst auf der bank\xaplatz",1
"party mit den fans: die bayerleverkusen-profis diaby (v.l.), lukas hradecky, wirtz, karim bellarabi, hincapie und tah  amiri: dass er anstelle des angeschlagenen palacios beginnen wurde, uberraschte viele - wohl auch die belgier",palacios,de,2023-04-21T07:56:02Z,"), lukas hradecky, wirtz, karim bellarabi, hincapie und tah  amiri: dass er anstelle des angeschlagenen palacios beginnen wurde, uberraschte viele - wohl auch die belgier",4
"bayerleverkusen strebt nach el-halbfinaleinzug auch in der liga grosses an  bangen um tapsoba also, aber auch leichte hoffnung zumindest auf palacios, der gegen saint-gilles wegen einer oberschenkelverletzung erwartungsgemass noch fehlte, nachdem er am mittwoch einen ersten trainingsversuch unternommen hatte",palacios,de,2023-04-21T11:11:25Z,"bayerleverkusen strebt nach el-halbfinaleinzug auch in der liga grosses an  bangen um tapsoba also, aber auch leichte hoffnung zumindest auf palacios, der gegen saint-gilles wegen einer oberschenkelverletzung erwartungsgemass noch fehlte, nachdem er am mittwoch einen ersten trainingsversuch unternommen hatte",4
"bayerleverkusen darf bei union berlin auf wirtz, tapsoba und palacios hoffen  unter alonso ist amiri vom verkaufskandidaten zu einer wichtigen alternative geworden",palacios,de,2023-04-24T09:41:34Z,"bayerleverkusen darf bei union berlin auf wirtz, tapsoba und palacios hoffen  unter alonso ist amiri vom verkaufskandidaten zu einer wichtigen alternative geworden",4
dafur arbeiteten callum hudson-odoi (hufte) und palacios (oberschenkel) individuell mit ball,palacios,de,2023-04-24T13:32:05Z,dafur arbeiteten callum hudson-odoi (hufte) und palacios (oberschenkel) individuell mit ball,4
"bayerleverkusen hofft vor union-spiel auf ruckkehr von leistungstragern  vor dem nachsten ""endspiel"" von bayerleverkusen arbeiten mit wirtz, edmond tapsoba und palacios gleich drei leistungstrager an ihrer ruckkehr",palacios,de,2023-04-26T15:45:29Z,"bayerleverkusen hofft vor union-spiel auf ruckkehr von leistungstragern  vor dem nachsten ""endspiel"" von bayerleverkusen arbeiten mit wirtz, edmond tapsoba und palacios gleich drei leistungstrager an ihrer ruckkehr",4
